GroupID_z8,SubhaloID_z8,M200c_z8,logM200c_z8,GroupID_z0,SubhaloID_z0,M200c_z0,logM200c_z0,MstarCentral_z8,logMstarCentral_z8,SFRCentral_z8,logSFRCentral_z8,Ngal_R1,MstarTot_R1,Nhalo_R1,MhaloTot_R1,deltaGal_R1,Ngal_R2,MstarTot_R2,Nhalo_R2,MhaloTot_R2,deltaGal_R2,Ngal_R3,MstarTot_R3,Nhalo_R3,MhaloTot_R3,deltaGal_R3,Ngal_R5,MstarTot_R5,Nhalo_R5,MhaloTot_R5,deltaGal_R5,Ngal_R8,MstarTot_R8,Nhalo_R8,MhaloTot_R8,deltaGal_R8,Ngal_R10,MstarTot_R10,Nhalo_R10,MhaloTot_R10,deltaGal_R10,Ngal_R15,MstarTot_R15,Nhalo_R15,MhaloTot_R15,deltaGal_R15,Ngal_R20,MstarTot_R20,Nhalo_R20,MhaloTot_R20,deltaGal_R20
393,2849,88074800000.0,10.944851875305176,0,0,1535789976518656.0,15.186331828797393,226657627.55242217,8.355370338652541,1.7734709978103638,0.24906890557493153,1,107550365.53081454,11,108908108018.44206,794.1734571971102,2,239497574.18538886,33,376133525929.41016,197.79336429927756,2,239497574.18538886,73,757120139863.8732,57.901737570156314,3,343849298.99765325,190,1671036111989.977,18.084162972730645,5,774251764.0149308,441,3915511298916.9873,6.765365792940529,8,1381533902.3353498,711,6310785980853.91,5.361387657576882,25,4584091001.418196,1696,14874918301539.459,4.890173757015631,69,18246586214.29235,3245,29099829233841.844,5.858371068325076
395,2863,69396740000.0,10.841339111328123,1121,728716,34540905037824.0,13.538333712727198,174103839.8349183,8.240808349524722,1.918729305267334,0.2832399945802427,1,202648079.33458087,6,114045731650.71654,794.1734571971102,1,202648079.33458087,15,178415022937.81577,98.39668214963878,2,310704073.0072117,31,365382804036.80914,57.901737570156314,3,671056342.0343089,67,723912681947.6006,18.084162972730645,6,1300317968.0854125,146,1530470128454.6409,8.318438951528636,7,1527253150.1128323,214,2076152289533.18,4.566214200379772,8,1687343197.4125006,407,3468198567004.132,0.8848556022450023,18,3625477575.0824475,990,8680763361788.027,0.7891402786934982
402,2899,126245620000.0,11.101216316223145,8,47318,398251614273536.0,14.600157544846471,265392315.07272047,8.423888342907343,3.6150612831115723,0.5582357820609752,0,0.0,3,37530025427.13099,-1.0,0,0.0,12,96438233615.51653,-1.0,0,0.0,16,117250794123.0124,-1.0,0,0.0,44,267159768331.00513,-1.0,1,104648231.57791899,144,986578375329.8641,0.5530731585881059,2,206043509.03558984,268,1784312828235.7915,0.5903469143942206,14,2757034651.9373,827,6806470083739.857,2.298497303928754,28,26620434648.553932,1799,15732921260030.432,1.783107100189886
403,2908,129742225000.0,11.113081932067873,4394,1154505,11126504947712.0,13.046358765386294,157196897.98365662,8.19644397171692,2.5982182025909424,0.4148427397562561,0,0.0,2,13992724022.331722,-1.0,0,0.0,7,46197575763.646645,-1.0,0,0.0,8,49952502522.737465,-1.0,0,0.0,16,97594273576.06912,-1.0,0,0.0,49,284831509200.8798,-1.0,0,0.0,88,584716718079.6658,-1.0,0,0.0,242,1619184751020.6902,-1.0,1,103159263.45727913,559,3648351421258.0044,-0.9006033178503612
404,2915,123914130000.0,11.093121528625488,1439,801837,27253027110912.0,13.43541474824753,129883821.8325952,8.113555059260914,2.095686197280884,0.32153343619387875,1,187490550.08568662,8,59950820263.55767,794.1734571971102,2,383763180.5820524,18,180270450900.78143,197.79336429927756,2,383763180.5820524,25,215123128558.38773,57.901737570156314,2,383763180.5820524,43,326349492098.75214,11.722775315153765,2,383763180.5820524,81,601848871272.54,2.106146317176212,3,1234282866.7714667,124,1090147035652.3232,1.3855203715913307,9,2066593347.4555175,393,3018618901245.0723,1.1204625525256273,11,2378919260.8452873,783,5547155299729.082,0.09336350364602675
405,2922,151266150000.0,11.179741859436035,304,409329,64784951148544.0,13.811474135621111,337075391.4812937,8.527727047584774,3.8765194416046143,0.5885539840125119,0,0.0,3,23562876672.0718,-1.0,0,0.0,7,48026212433.07645,-1.0,0,0.0,9,60103751624.408356,-1.0,0,0.0,51,408282872055.14484,-1.0,1,112578441.925921,134,1104712204038.1292,0.5530731585881059,2,318344527.0971489,216,1838037602390.0603,0.5903469143942206,3,429980764.52023166,501,3862175802970.5186,-0.29317914915812415,8,1331794766.9418328,1168,8899652037097.537,-0.2048265428028897
406,2931,144393360000.0,11.159547805786133,474,503671,66994992840704.0,13.8260423450454,902651532.811333,8.955520123973328,7.6438751220703125,0.8833703956687153,0,0.0,1,5100802541.799802,-1.0,0,0.0,9,48126112026.27711,-1.0,0,0.0,22,162852940910.99655,-1.0,0,0.0,76,575551947626.6324,-1.0,2,1710415139.9967275,200,1713848331569.7454,2.106146317176212,2,1710415139.9967275,291,2421998303215.307,0.5903469143942206,5,2645344520.4414024,580,4832910616110.311,0.1780347514031264,14,4202025759.099577,1164,9238188227422.488,0.39155355009494297
409,2948,128135760000.0,11.107670783996582,57,162664,301115828600832.0,14.478733585447388,370531484.5330672,8.568825116439585,4.8753485679626465,0.6880947420103626,0,0.0,8,90632132541.33438,-1.0,0,0.0,29,287581260907.5338,-1.0,3,1704489225.4694395,66,1041943196274.3777,87.35260635523447,4,1869978977.668099,147,1665400313986.132,24.44555063030753,7,2264338461.6354556,360,3491113517914.0513,9.871512110116742,7,2264338461.6354556,474,4282155657829.9863,4.566214200379772,11,3151684586.461364,869,7246599179437.669,1.5916764530868779,23,5971875261.974028,1571,12867311513640.383,1.286123689441692
410,2954,79553960000.0,10.900662422180176,778,626793,53514088742912.0,13.728468134503428,153319164.45066065,8.185596443797445,2.6114492416381836,0.41704786111313996,0,0.0,4,70304283885.99524,-1.0,1,936692953.9896444,20,358220724790.9628,98.39668214963878,2,1115089896.6758976,43,629950685419.4437,57.901737570156314,2,1115089896.6758976,92,1045334348380.83,11.722775315153765,2,1115089896.6758976,176,1660789606984.3997,2.106146317176212,3,1236871019.6305068,281,2444560493441.2935,1.3855203715913307,6,1786464694.9368942,604,4949315732599.6045,0.4136417016837517,15,3409689838.951549,1165,9510576573222.799,0.4909502322445818
413,2969,146499110000.0,11.1658353805542,534,532548,63930919550976.0,13.80571095115751,431461098.59043074,8.634941644943186,7.199245452880859,0.8573473015722064,1,103397352.89757887,3,17110107657.407495,794.1734571971102,1,103397352.89757887,22,179753730808.8404,98.39668214963878,1,103397352.89757887,31,244269708343.618,28.450868785078157,1,103397352.89757887,55,429092651848.4595,5.361387657576882,2,5163994036.474111,126,1302127863695.9543,2.106146317176212,2,5163994036.474111,164,1613935044435.1216,0.5903469143942206,2,5163994036.474111,272,2207391697210.5845,-0.5287860994387494,2,5163994036.474111,587,4378358639638.1177,-0.8012066357007224
414,2974,146372350000.0,11.165459632873535,397,464983,89933930823680.0,13.953923575930144,328325743.75371933,8.51630493674046,3.938505172729492,0.5954416750618755,0,0.0,5,34308654828.377098,-1.0,2,242474823.0022704,35,353777380222.9743,197.79336429927756,4,3360224477.1988406,64,881156801147.9425,116.80347514031263,5,3522977139.1683564,144,1741146050549.7634,30.80693828788441,6,3632030846.863976,282,2782881209763.7305,8.318438951528636,8,3950726132.2602816,394,3738930736948.0522,5.361387657576882,12,4432901828.339451,700,5867131195405.89,1.8272834033675034,16,4994343517.495004,1046,8357930225865.967,0.5903469143942206
415,2979,100870160000.0,11.00376319885254,2958,1026790,16279280812032.0,13.21163521466466,293400597.2661203,8.467460993587414,3.2785227298736572,0.5158106452775401,0,0.0,3,27902939518.820686,-1.0,1,153422566.82863057,21,242345597554.2809,98.39668214963878,2,290252880.9469852,34,402615822528.29346,57.901737570156314,2,290252880.9469852,45,478019566003.78436,11.722775315153765,2,290252880.9469852,92,767920590587.3766,2.106146317176212,2,290252880.9469852,131,1006278840223.8783,0.5903469143942206,7,997930678.5365033,367,2785015345314.875,0.649248651964377,7,997930678.5365033,729,5023945431583.285,-0.3042232249525285
416,2986,101403165000.0,11.006052017211914,135,267742,163210233643008.0,14.21274738649718,268907445.98417956,8.429602827902254,3.0890109539031982,0.4899600189754114,1,108631402.2651034,6,62977876992.643776,794.1734571971102,1,108631402.2651034,17,134297504972.70059,98.39668214963878,1,108631402.2651034,21,162016163938.40524,28.450868785078157,3,352067340.81540513,60,654242757035.8079,18.084162972730645,3,352067340.81540513,172,1539598285254.3845,3.659219475764318,9,1147970917.9731538,294,2741695434550.181,6.156561114773993,21,3220290593.1562004,899,7752589324001.445,3.9477459558931303,26,7812652079.999483,1441,12146410551488.588,1.5843137358906083
417,2991,152547230000.0,11.183404922485352,1211,750741,21409839448064.0,13.330613410541458,783387799.248218,8.893976803412466,9.02944564819336,0.9557091830682733,1,102958315.55721152,12,168713437162.88306,794.1734571971102,1,102958315.55721152,28,301065628318.1222,98.39668214963878,2,261837959.72510287,40,410723535094.8822,57.901737570156314,2,261837959.72510287,61,525595447483.54724,11.722775315153765,2,261837959.72510287,145,1077747409423.6146,2.106146317176212,2,261837959.72510287,219,1585374992304.5076,0.5903469143942206,9,1665990736.972346,534,4142772218920.259,1.1204625525256273,10,1868041375.7624936,910,6604254775239.817,-0.00603317850361218
418,2994,99608390000.0,10.998295783996582,217,345893,144810090430464.0,14.160798824745036,287789344.3828422,8.459074709818086,2.8940200805664062,0.461651580446508,0,0.0,5,32712061839.15016,-1.0,0,0.0,15,169837521237.8934,-1.0,1,124287279.83143747,26,265221509577.6388,28.450868785078157,8,1876683173.476242,121,1464466890306.4343,49.89110126061506,15,4044409140.4011407,208,2624193720842.9067,22.29609737882159,15,4044409140.4011407,249,2946932243630.3555,10.927601857956654,23,5683898566.945715,635,6258085723344.934,4.418959856454381,31,7362466833.161276,1244,10947683711811.488,2.0812971466388026
420,3001,97485010000.0,10.988938331604004,207,337382,96327551680512.0,13.983750522134436,214879545.3872799,8.332195076504812,2.253586769104004,0.35306695404397614,2,403505308.1240737,13,333186997480.7191,1589.3469143942204,2,403505308.1240737,37,557732734095.5682,197.79336429927756,4,1293201778.2127256,57,824665989378.1205,116.80347514031263,5,1656234589.9379745,107,1368907026249.222,30.80693828788441,7,2000453778.255785,207,2115303565477.74,9.871512110116742,9,2308281880.682695,319,3053476246349.359,6.156561114773993,14,2986505371.360326,614,5304185057992.177,2.298497303928754,18,3798383708.514223,926,7577429399893.006,0.7891402786934982
421,3009,138229900000.0,11.140602111816406,3061,1037954,11308811419648.0,13.053416962041831,115927827.94074179,8.064187698866563,2.37076997756958,0.37507256735820754,2,246015519.22709674,3,24081570826.908604,1589.3469143942204,2,246015519.22709674,12,104080082077.10294,197.79336429927756,3,503778798.3291333,22,222063085032.94537,87.35260635523447,3,503778798.3291333,32,288148537819.3158,18.084162972730645,3,503778798.3291333,51,435904191506.0954,3.659219475764318,3,503778798.3291333,71,553006699717.3579,1.3855203715913307,5,2475169097.940356,147,1345692969174.5208,0.1780347514031264,6,2602748783.1782513,286,2217434891995.897,-0.40361990710216733
422,3018,88147550000.0,10.945210456848145,39,128624,334133456797696.0,14.523919963740935,279480665.65819395,8.446351768972374,3.0430262088775635,0.4834483873632861,0,0.0,3,27239118084.852627,-1.0,0,0.0,23,163766269024.61438,-1.0,0,0.0,38,292394847856.85046,-1.0,0,0.0,83,623187358299.4685,-1.0,1,122570107.4333433,244,1928267379601.7957,0.5530731585881059,2,296217153.75569004,402,3067410713078.7373,0.5903469143942206,14,3371268885.052324,822,7112998941460.652,2.298497303928754,17,4375609184.293875,1438,11652291419409.643,0.6897435965438594
424,3024,149055320000.0,11.173347473144531,54,157541,314248664186880.0,14.497273440256166,1038291640.3267283,9.016319357361004,16.830753326416016,1.2261293578252757,0,0.0,5,62399538597.38625,-1.0,0,0.0,14,148741470208.237,-1.0,0,0.0,19,173974976247.132,-1.0,3,1209504049.4066303,59,670394715628.935,18.084162972730645,4,1409921890.2693126,169,1470918882146.5703,5.212292634352424,10,3688345375.356155,283,2794331718474.881,6.951734571971103,15,9191392770.777824,751,6897096465893.6045,2.534104254209379,17,9434233234.81747,1163,9597533221728.047,0.6897435965438594
426,3035,147926220000.0,11.170045852661133,340,431997,114998093283328.0,14.060690639628444,1100853749.8448217,9.041729626097764,12.090734481811523,1.082488602089128,0,0.0,6,42248988902.98765,-1.0,1,117805596.42673208,18,133945755517.54964,98.39668214963878,1,117805596.42673208,26,195692765578.99277,28.450868785078157,2,487557294.2195123,70,633049387609.0753,11.722775315153765,5,1594621786.016752,168,1547874846411.273,6.765365792940529,7,2401774974.085076,247,2328392182228.5215,4.566214200379772,14,3305443991.2450886,604,5184202356600.006,2.298497303928754,15,3490024302.6442256,939,7434430499985.956,0.4909502322445818
428,3045,139033530000.0,11.14311981201172,16,72656,379204239622144.0,14.578873184241475,776821851.3607873,8.890321433418922,8.504401206970215,0.9296948044698847,0,0.0,2,15054741703.306005,-1.0,0,0.0,7,54929784909.0887,-1.0,0,0.0,15,96166417649.40678,-1.0,0,0.0,80,576883002099.366,-1.0,2,2969707496.2640743,213,1952102776602.514,2.106146317176212,7,4794044339.83193,389,3612328657084.6636,4.566214200379772,16,6601004290.732973,800,7255709671520.159,2.7697112044900045,18,6899310788.455916,1314,10981418829876.516,0.7891402786934982
429,3051,136061290000.0,11.133734703063965,3861,1112700,11366758875136.0,13.055636647334447,258942706.89043283,8.413203683641827,3.812847137451172,0.5813632821311033,0,0.0,5,25928895541.056793,-1.0,0,0.0,10,66291886003.17159,-1.0,0,0.0,13,90753261339.78062,-1.0,0,0.0,19,118459535447.55232,-1.0,0,0.0,45,264333233848.79932,-1.0,1,340414129.2921871,108,867992372051.044,-0.2048265428028897,4,1119071458.7899904,383,3058442918862.5693,-0.05757219887749887,10,2388090100.3758535,993,7793373061970.397,-0.00603317850361218
430,3056,89744020000.0,10.95300579071045,1533,820851,27039268601856.0,13.431994939988757,198570332.79869878,8.297914363674701,2.767589569091797,0.4422585783204376,0,0.0,4,44920412064.091385,-1.0,0,0.0,13,109613558994.05896,-1.0,1,128888953.7466146,27,269805119299.4874,28.450868785078157,2,483555865.540313,84,803543779265.3983,11.722775315153765,2,483555865.540313,131,1052417031318.556,2.106146317176212,2,483555865.540313,183,1446010548305.7505,0.5903469143942206,5,1528781624.5136337,401,3147650914608.2183,0.1780347514031264,7,1882170930.566392,842,6350919499592.962,-0.3042232249525285
431,3064,143161870000.0,11.155827522277832,1085,718942,41799745798144.0,13.62117364065544,830768278.4180181,8.91947990532692,10.710652351379395,1.0298564691264678,1,134653667.2525361,8,96770799420.455,794.1734571971102,1,134653667.2525361,20,164340832854.99258,98.39668214963878,1,134653667.2525361,30,236495379232.04388,28.450868785078157,1,134653667.2525361,57,472398401450.57587,5.361387657576882,1,134653667.2525361,86,698350775345.6803,0.5530731585881059,1,134653667.2525361,108,805041748741.0836,-0.2048265428028897,1,134653667.2525361,224,1637967758415.2292,-0.7643930497193747,4,561999499.6834337,437,3184075024862.154,-0.6024132714014448
432,3069,100241510000.0,11.00104808807373,350,438136,93156901126144.0,13.96921503325251,472530141.8819715,8.67442951662411,5.336668968200684,0.7273516361915214,1,307247359.4211075,11,168633825278.4722,794.1734571971102,1,307247359.4211075,25,291330864692.03705,98.39668214963878,1,307247359.4211075,40,426197080818.78394,28.450868785078157,2,523234139.2864898,73,765989520643.396,11.722775315153765,3,692160985.9789301,164,1381578094265.1912,3.659219475764318,3,692160985.9789301,236,1922350451416.204,1.3855203715913307,6,1296671594.1078584,525,4020570325031.373,0.4136417016837517,13,2347519151.054725,1135,8683324950588.539,0.29215686794530416
433,3076,133619480000.0,11.125869750976562,22,89315,360359567294464.0,14.556736056763258,288483917.9947343,8.46012160771422,2.845470666885376,0.4543067127302267,1,112973669.70939414,4,47532888968.01129,794.1734571971102,1,112973669.70939414,5,68414446207.355675,98.39668214963878,1,112973669.70939414,7,77909772326.3993,28.450868785078157,1,112973669.70939414,37,310512792493.94,5.361387657576882,1,112973669.70939414,92,682266796316.2687,0.5530731585881059,2,270440821.72094,194,1505974056113.953,0.5903469143942206,8,1539197973.93999,507,4202685791340.273,0.8848556022450023,13,2161005286.679688,1114,8664303869756.933,0.29215686794530416
434,3082,152095100000.0,11.18211555480957,4378,1153296,10484561477632.0,13.020550270583207,468119571.9494804,8.670356799238883,6.07411527633667,0.783554523159555,0,0.0,5,33043939339.78727,-1.0,1,158424156.76167625,15,154005647462.34424,98.39668214963878,1,158424156.76167625,23,205556306562.34772,28.450868785078157,1,158424156.76167625,34,262568858052.06033,5.361387657576882,1,158424156.76167625,58,402546243740.4585,0.5530731585881059,6,1872000905.9246254,153,1632095764907.7922,3.7710407431826614,10,2587870966.9169645,511,4532854510666.456,1.3560695028062528,20,4035279814.4299793,1388,11443569581567.424,0.9879336429927756
436,3089,77992540000.0,10.892053604125977,21,86933,382146090893312.0,14.582229421392803,130728735.16036305,8.116371059270945,1.323020339012146,0.1218946565937844,1,229565776.46880153,12,255779609642.8679,794.1734571971102,4,711284665.2869105,32,638653811343.4125,396.5867285985551,7,1451093621.0174494,63,1045548359984.172,205.1560814955471,13,3814649929.580943,170,2385551921290.778,81.69803954849947,24,6273254986.7083235,428,4873379697164.748,36.27375580611454,26,6663921393.084516,553,5885761168930.855,19.674509887124866,30,7294113344.944858,931,8761331571223.711,6.068208508418758,32,7615212086.012907,1427,12470867124487.578,2.180693828788441
444,3147,157085140000.0,11.19613552093506,80,199580,193627108147200.0,14.286966159246084,752246209.1510683,8.876360007845921,7.759140491485596,0.8898695839031154,0,0.0,6,89082803114.13559,-1.0,0,0.0,17,178926986272.89746,-1.0,1,134239370.31625822,39,390588088059.5167,28.450868785078157,1,134239370.31625822,105,968209212161.3914,5.361387657576882,8,1468006543.4609752,267,2724482195634.9844,11.424585268704847,13,2240003775.425777,414,4087891507314.162,9.337254943562433,23,4853105293.77658,871,8279691342234.708,4.418959856454381,30,7476685861.533095,1517,13628947296201.018,1.9819004644891636
446,3153,149381820000.0,11.174298286437988,2,17908,1033314370584576.0,15.014232469282954,926727609.9624274,8.966952102133776,7.074321746826172,0.8497461939763965,3,4133498249.3967657,8,624756441114.2213,2384.520371591331,3,4133498249.3967657,30,842902998780.6554,297.19004644891635,6,5423476557.121679,47,1289699157105.458,175.70521271046894,12,8355841269.661077,165,2853512958875.6157,75.33665189092258,19,13239239631.228945,431,5987069037791.588,28.50839001317401,26,14433615366.923603,651,8162323677384.964,19.674509887124866,43,18607098886.92852,1408,15164402192158.78,9.131098862066887,60,21430936850.693184,2313,22317103830839.54,4.963800928978327
447,3156,134825160000.0,11.12977123260498,58,164428,279208861368320.0,14.445929197555325,495572442.7261499,8.695107148582325,5.9119157791137695,0.7718016931498515,0,0.0,7,48593171039.86512,-1.0,0,0.0,29,201909804998.82526,-1.0,1,296286487.38048756,52,577746017346.3132,28.450868785078157,8,3643754230.6697574,133,1858192889043.4944,49.89110126061506,18,5660819014.5734005,333,4063646015135.066,26.955316854585906,18,5660819014.5734005,484,5248913926283.865,13.313122229547986,24,6508663004.406671,870,8341209523562.379,4.654566806735007,42,11891965517.306225,1583,15156371588811.863,3.174660650284829
448,3162,158460740000.0,11.199921607971191,39,128624,334133456797696.0,14.523919963740935,686074131.651547,8.836371044610212,8.938356399536133,0.9513062523315234,0,0.0,3,23046781311.42372,-1.0,1,380137965.5274734,16,211789844607.6874,98.39668214963878,3,715078464.3008922,45,536242392049.41437,87.35260635523447,8,1711992112.1888187,112,1306397259094.598,49.89110126061506,12,2562624645.9674335,237,2731916341839.338,17.63687790305727,12,2562624645.9674335,328,3373024573949.436,8.542081486365323,14,2964675419.058971,835,6985909968464.996,2.298497303928754,18,4070227398.449934,1512,11879613543281.809,0.7891402786934982
449,3168,155501280000.0,11.191734313964844,732,611369,56478928994304.0,13.751886452628131,1002285560.2185001,9.00099147358577,9.103568077087402,0.9592593475843226,1,101893502.03871903,13,163544768784.86063,794.1734571971102,1,101893502.03871903,22,214707377582.02298,98.39668214963878,1,101893502.03871903,27,236997504149.13937,28.450868785078157,2,203876018.66275468,67,620344411422.2725,11.722775315153765,7,2006563145.7322073,166,1831157390904.8416,9.871512110116742,8,2110345559.4064107,229,2279091032031.085,5.361387657576882,12,2655137320.944684,448,4008252469749.624,1.8272834033675034,17,3608005879.716885,841,6779246225816.726,0.6897435965438594
450,3174,74573640000.0,10.87258529663086,145,279583,155587975315456.0,14.191976029312148,76466120.37695858,7.883469056167471,1.205034613609314,0.08135977238440012,1,337804446.3009971,6,133177160266.44034,794.1734571971102,2,480273414.0391402,33,471491728265.05963,197.79336429927756,2,480273414.0391402,65,648877923251.7472,57.901737570156314,4,750174422.0029438,108,1042639769906.3105,24.44555063030753,8,1741524778.607851,257,2363545882040.185,11.424585268704847,9,1952707025.6181617,421,3630369644505.386,6.156561114773993,12,2282246073.4346185,759,6044882401089.283,1.8272834033675034,16,3499630742.393168,1360,10682719346253.525,0.5903469143942206
451,3184,94970120000.0,10.97758674621582,1802,870559,17505071398912.0,13.243163886485814,262414255.0950491,8.418987423466435,3.3833868503570557,0.5294799989807732,1,144428580.97297728,4,65708461327.29516,794.1734571971102,1,144428580.97297728,11,111764675357.68176,98.39668214963878,1,144428580.97297728,19,173538779619.3476,28.450868785078157,1,144428580.97297728,47,354201116541.124,5.361387657576882,4,743599290.1255537,122,1201446947663.9436,5.212292634352424,6,1011745331.0978528,189,1765458780534.1536,3.7710407431826614,8,1599032782.15237,401,3461791859383.7065,0.8848556022450023,19,5050822752.872979,959,8638633785432.229,0.888536960843137
452,3190,100754690000.0,11.003265380859377,6241,1268280,8060378021888.0,12.906355410163677,505717616.9759234,8.70390808280432,4.1387410163879395,0.616973172359597,1,310862689.3128411,3,36201304237.78695,794.1734571971102,1,310862689.3128411,6,65110619876.9528,98.39668214963878,1,310862689.3128411,11,88870010396.74228,28.450868785078157,1,310862689.3128411,28,209098580948.61032,5.361387657576882,1,310862689.3128411,69,463174157678.3242,0.5530731585881059,1,310862689.3128411,133,970453239706.7896,-0.2048265428028897,4,829860988.200362,383,2706102314365.2715,-0.05757219887749887,5,1606775669.3518758,728,5168811804228.628,-0.5030165892518061
455,3201,96161480000.0,10.983001708984377,795,632688,52661088944128.0,13.721489835353722,63991677.29648898,7.806123493683124,1.4184596538543701,0.15212305282705285,1,170975247.66253975,7,154628123563.40665,794.1734571971102,2,294235377.95825946,20,335519072982.7419,197.79336429927756,2,294235377.95825946,42,526905844908.1097,57.901737570156314,2,294235377.95825946,81,791822570305.4307,11.722775315153765,3,411148381.30096793,137,1179170089597.5784,3.659219475764318,3,411148381.30096793,185,1512628949899.2527,1.3855203715913307,6,2152647903.936431,482,3981139851392.5327,0.4136417016837517,9,3015788014.6515064,1030,8154961178180.987,-0.10542986065325088
457,3210,80027450000.0,10.903239250183104,926,674125,43106812559360.0,13.634545911068706,260119384.9812365,8.415172718503742,2.2674291133880615,0.3557252124557209,1,107290051.65972258,3,18447282517.030243,794.1734571971102,1,107290051.65972258,16,113230220179.37901,98.39668214963878,1,107290051.65972258,24,227114636311.32126,28.450868785078157,1,107290051.65972258,51,379874297905.2216,5.361387657576882,3,492697743.88098454,132,1109005837471.1113,3.659219475764318,4,643408833.9135468,201,1630737134047.8677,2.180693828788441,7,1163752092.384539,595,4646180892170.158,0.649248651964377,18,2631669669.379905,1402,11104232056112.037,0.7891402786934982
458,3220,121985710000.0,11.086309432983398,449,491697,65302595371008.0,13.814930442115935,183933266.31013292,8.264660283171539,2.3377463817596436,0.36898312861793847,1,124069105.07595219,4,23965573184.14599,794.1734571971102,1,124069105.07595219,10,49423671442.74367,98.39668214963878,1,124069105.07595219,13,70378627129.84279,28.450868785078157,4,1149387644.663792,72,666321051404.0872,24.44555063030753,5,1319965024.8331695,179,1543720465363.532,6.765365792940529,8,1815828591.7919364,286,2393380105539.4478,5.361387657576882,13,2625601980.4447417,714,5694440079801.787,2.0628903536481284,17,3637012666.47133,1584,12341672974216.004,0.6897435965438594
459,3228,134387050000.0,11.128357887268066,769,623976,60123984691200.0,13.779047755548502,432732668.7451552,8.636219683089154,10.28998851776123,1.0124570936340922,3,2082335799.250555,11,392913299216.4695,2384.520371591331,3,2082335799.250555,27,489483948369.13464,297.19004644891635,3,2082335799.250555,34,590236017115.8828,87.35260635523447,4,2200448866.862092,62,887155745993.4717,24.44555063030753,6,5756277447.4558525,153,1969519118300.7856,8.318438951528636,8,6628205632.922359,239,2859854963252.0034,5.361387657576882,12,9235244019.96176,551,5241474216671.375,1.8272834033675034,15,9777602938.435266,958,8086106901565.483,0.4909502322445818
460,3231,157348150000.0,11.19686222076416,20,84202,431286791438336.0,14.63476615767462,1102482230.7470663,9.042371598456715,10.873320579528809,1.0364021320377843,1,795467770.7120526,7,260406083850.54807,794.1734571971102,1,795467770.7120526,18,372085226674.96265,98.39668214963878,1,795467770.7120526,26,417077649139.464,28.450868785078157,1,795467770.7120526,44,552531892275.9297,5.361387657576882,3,1283792807.9963963,126,1309069844387.8914,3.659219475764318,4,1415939933.414441,216,2054474842224.566,2.180693828788441,11,3413421219.8301797,668,5922531021980.548,1.5916764530868779,22,5941089269.643798,1514,12679882550621.434,1.1867270072920535
461,3235,79873630000.0,10.902403831481934,2208,933405,16360019066880.0,13.213783805486646,50109708.700950496,7.699921878097944,1.8397314548492432,0.2649904337054626,1,122701336.7509504,7,60938657922.73349,794.1734571971102,2,228018954.71081325,12,132277024541.9444,197.79336429927756,2,228018954.71081325,18,198549499439.9186,57.901737570156314,2,228018954.71081325,53,417612576628.9843,11.722775315153765,2,228018954.71081325,153,1143322538574.5723,2.106146317176212,2,228018954.71081325,240,1794804704815.791,0.5903469143942206,6,764666160.0994965,719,5683983348976.513,0.4136417016837517,8,1098518218.5778584,1210,9288591978417.607,-0.2048265428028897
464,3255,74097260000.0,10.869802474975586,449,491707,65302595371008.0,13.814930442115935,170577380.16937768,8.23192143996786,2.1589972972869873,0.33445320773700404,0,0.0,7,68606991911.483505,-1.0,0,0.0,24,269689996500.51083,-1.0,0,0.0,37,388423427785.4319,-1.0,1,652663711.0767865,84,776906400602.1954,5.361387657576882,5,1333320910.9739249,203,1706178212257.3425,6.765365792940529,5,1333320910.9739249,272,2133294164580.0918,2.9758672859855513,11,2171152076.3767977,672,5131400517782.77,1.5916764530868779,21,4757686167.821214,1524,11989313962803.072,1.0873303251424145
465,3264,90280820000.0,10.955595970153809,58,164501,279208861368320.0,14.445929197555325,430822123.8638611,8.634297997377299,2.968735694885254,0.47271779902741995,1,387637903.19618446,9,106624572378.08199,794.1734571971102,1,387637903.19618446,18,209853992829.60583,98.39668214963878,2,649578467.8869554,32,424144554092.42865,57.901737570156314,3,1145150910.6131053,74,801245118968.4242,18.084162972730645,15,5102668060.383018,265,3396002803540.067,22.29609737882159,19,5838722462.158465,441,4910625266375.917,14.108295686745096,23,6370321800.20362,849,8151499148549.525,4.418959856454381,40,11796559988.605461,1515,14387522743212.488,2.9758672859855513
467,3273,66214110000.0,10.820950508117676,190,322987,106295365468160.0,14.026514329476427,101316450.50193484,8.005679966408426,1.3335996866226196,0.125351018538068,1,196698751.13229185,3,31576114028.894623,794.1734571971102,1,196698751.13229185,12,140996089033.01477,98.39668214963878,1,196698751.13229185,24,208975034396.06488,28.450868785078157,1,196698751.13229185,47,372363033902.1629,5.361387657576882,4,985142075.6318345,155,1371125130965.571,5.212292634352424,6,1266152721.1502619,260,2133483297359.5667,3.7710407431826614,10,1945406021.6960316,641,5103421782519.845,1.3560695028062528,11,2065713609.2077394,1292,9625089921305.797,0.09336350364602675
