GroupID_z8,SubhaloID_z8,M200c_z8,logM200c_z8,GroupID_z0,SubhaloID_z0,M200c_z0,logM200c_z0,MstarCentral_z8,logMstarCentral_z8,SFRCentral_z8,logSFRCentral_z8,Ngal_R1,MstarTot_R1,Nhalo_R1,MhaloTot_R1,deltaGal_R1,Ngal_R2,MstarTot_R2,Nhalo_R2,MhaloTot_R2,deltaGal_R2,Ngal_R3,MstarTot_R3,Nhalo_R3,MhaloTot_R3,deltaGal_R3,Ngal_R5,MstarTot_R5,Nhalo_R5,MhaloTot_R5,deltaGal_R5,Ngal_R8,MstarTot_R8,Nhalo_R8,MhaloTot_R8,deltaGal_R8,Ngal_R10,MstarTot_R10,Nhalo_R10,MhaloTot_R10,deltaGal_R10,Ngal_R15,MstarTot_R15,Nhalo_R15,MhaloTot_R15,deltaGal_R15,Ngal_R20,MstarTot_R20,Nhalo_R20,MhaloTot_R20,deltaGal_R20
2149,10414,107597430000.0,11.0318021774292,6742,1293188,5023572426752.0,12.701012668029207,336242315.601662,8.526652367865692,5.3052449226379395,0.7247872920268725,0,0.0,1,3409009522.521675,-1.0,0,0.0,5,26270059540.37946,-1.0,0,0.0,8,46042845660.618774,-1.0,0,0.0,15,96802072501.09103,-1.0,0,0.0,50,340144792013.4752,-1.0,0,0.0,90,579824756169.9033,-1.0,1,149542716.0284883,266,1848306991698.8567,-0.7643930497193747,3,521668090.26808524,679,4757839603201.632,-0.7018099535510837
2152,10428,99192250000.0,10.996478080749512,1848,878225,24820431454208.0,13.394809326580646,245788813.5348304,8.390562113169441,3.3438498973846436,0.5243766332547408,0,0.0,1,12996185660.045479,-1.0,0,0.0,8,90410618003.15314,-1.0,1,240938099.50869098,25,322167164004.5847,28.450868785078157,2,354044132.7859492,78,689169109430.7833,11.722775315153765,2,354044132.7859492,104,852876979937.9747,2.106146317176212,2,354044132.7859492,124,1030299435736.7552,0.5903469143942206,3,528368168.4040833,388,2834220959799.1777,-0.29317914915812415,9,2572918888.197946,820,6208591858281.966,-0.10542986065325088
2153,10431,74312114000.0,10.87105941772461,78,196895,260628933509120.0,14.416022626901675,67788019.78074382,7.831152947512379,1.2394909858703613,0.09359361278316963,0,0.0,2,24479702401.027447,-1.0,0,0.0,7,56198578749.14788,-1.0,1,446016100.35434526,51,593714571769.9406,28.450868785078157,4,920556724.8766141,141,1620558671959.0369,24.44555063030753,5,1046193501.2925504,266,2492835484214.121,6.765365792940529,5,1046193501.2925504,335,2960459388196.3804,2.9758672859855513,12,2122918689.133479,761,6145284926518.255,1.8272834033675034,24,4224579617.4118924,1493,12353981018136.81,1.3855203715913307
2154,10435,87208660000.0,10.940559387207031,340,431997,114998093283328.0,14.060690639628444,369751697.7927802,8.567910176828073,3.8725738525390625,0.5881118405259085,0,0.0,3,24838505380.44297,-1.0,0,0.0,23,184049303548.54086,-1.0,0,0.0,33,279818000538.637,-1.0,2,1218659346.2715538,98,908619116365.9272,11.722775315153765,6,2965408756.5326743,192,1953788444395.4346,8.318438951528636,6,2965408756.5326743,229,2192890564002.2922,3.7710407431826614,13,3866818498.414211,511,4558854574540.531,2.0628903536481284,17,4644227478.95346,936,7646444103544.988,0.6897435965438594
2155,10437,98962710000.0,10.995471954345703,18656,1626268,2461002366976.0,12.3911120314046,170208838.20104077,8.230982107348364,2.7790791988372803,0.44405716826630237,0,0.0,1,4267355562.981019,-1.0,0,0.0,4,16019541516.147747,-1.0,0,0.0,8,38737650594.4241,-1.0,0,0.0,13,75343048630.61389,-1.0,0,0.0,20,130505382284.35925,-1.0,0,0.0,52,327699172803.00195,-1.0,1,144607943.74694294,207,1296533305436.6277,-0.7643930497193747,8,1354249161.8179803,812,6099151865039.428,-0.2048265428028897
2156,10438,74933270000.0,10.874674797058104,2454,966627,14265810419712.0,13.154296448324786,193680311.84547308,8.287085475693585,1.927291750907898,0.2851727433757333,1,107956344.63187477,7,38599953878.09129,794.1734571971102,1,107956344.63187477,13,130988541767.24313,98.39668214963878,1,107956344.63187477,22,187255643640.3262,28.450868785078157,1,107956344.63187477,37,273207574862.8032,5.361387657576882,1,107956344.63187477,102,631491888280.3894,0.5530731585881059,2,227450516.60173792,155,1040417081774.038,0.5903469143942206,5,600429809.4287186,421,2829095772719.149,0.1780347514031264,6,709054708.6590154,857,5452763481911.99,-0.40361990710216733
2158,10449,100631530000.0,11.002734184265137,489,510705,63187059736576.0,13.80062814694668,184513205.02938935,8.26602745269659,2.388822555541992,0.37836565575572856,0,0.0,6,48229863835.81711,-1.0,0,0.0,18,113773957040.05861,-1.0,0,0.0,22,133180746752.00435,-1.0,0,0.0,33,188014255289.41623,-1.0,2,361713451.82636476,122,1075355805608.4216,2.106146317176212,2,361713451.82636476,184,1571961065766.9436,0.5903469143942206,3,612982907.6088245,495,3823209231912.405,-0.29317914915812415,11,1765063612.969058,987,7654364198305.485,0.09336350364602675
2159,10451,110489680000.0,11.04332160949707,15193,1558960,2653903650816.0,12.42388515188241,181133125.51519108,8.257997881086588,2.729374885559082,0.43622228057629986,0,0.0,4,60328756078.77416,-1.0,0,0.0,5,65536720275.1046,-1.0,0,0.0,5,65536720275.1046,-1.0,0,0.0,12,104447821133.74283,-1.0,0,0.0,30,212332996112.74344,-1.0,1,102900503.165327,62,451865898082.8384,-0.2048265428028897,4,587189273.101973,398,2992948046345.114,-0.05757219887749887,11,1657932026.3815978,994,7567967137897.611,0.09336350364602675
2160,10452,100111884000.0,11.00048542022705,254,374329,110979648061440.0,14.04524334324606,592245045.826081,8.77250143650431,5.217991352081299,0.7175865772259369,0,0.0,9,105590563556.7376,-1.0,0,0.0,23,227496465918.3047,-1.0,0,0.0,41,339343054547.2942,-1.0,1,121881294.43790767,75,619171587087.6384,5.361387657576882,3,346272676.22845626,133,1049517042294.7648,3.659219475764318,3,346272676.22845626,183,1432055240848.4043,1.3855203715913307,7,1116273971.4532254,594,4510098125357.737,0.649248651964377,12,9810245313.478458,1257,9878768038707.467,0.19276018579566534
2161,10453,76148750000.0,10.88166332244873,0,24,1535789976518656.0,15.186331828797393,116179837.72510408,8.065130765537171,1.4855177402496338,0.1721700964851545,0,0.0,5,38133743971.11988,-1.0,0,0.0,24,233033044274.16937,-1.0,1,114874735.00823778,45,403658352992.441,28.450868785078157,1,114874735.00823778,93,792761766474.1208,5.361387657576882,3,810656378.4179871,267,2278085657900.5415,3.659219475764318,10,2246655933.2069793,503,4509940909748.06,6.951734571971103,16,3722404380.8505707,1072,9289764234994.68,2.7697112044900045,25,5957059004.567596,1920,15907292230346.732,1.4849170537409697
