GroupID_z8,SubhaloID_z8,M200c_z8,logM200c_z8,SubhaloID_z0,GroupID_z0,M200c_z0,logM200c_z0,TrackingStatus
36,494,141928240000.0,11.152069091796875,11750,1,1307340129173504.0,15.116388592175756,success
40,537,157643240000.0,11.197675704956055,260599,128,167641163497472.0,14.224380666351609,success
65,747,126111790000.0,11.10075569152832,47315,8,398251614273536.0,14.600157544846473,success
77,846,142772000000.0,11.154643058776855,427248,332,99754541318144.0,13.998932676033133,success
80,867,146573300000.0,11.166054725646973,503347,473,81075552387072.0,13.90888991630696,success
99,983,70339900000.0,10.84720230102539,97407,25,219906721185792.0,14.342238503254803,success
101,1003,119689280000.0,11.078055381774902,120494,35,381228075188224.0,14.581184876358591,success
102,1017,108133910000.0,11.03396224975586,160830,56,296168328265728.0,14.47153861395946,success
103,1034,88059090000.0,10.944774627685547,344282,215,116181465825280.0,14.065136851532658,success
108,1065,112302460000.0,11.050389289855957,323749,191,156477503307776.0,14.194451908070404,success
111,1086,131669760000.0,11.119486808776855,86933,21,382146090893312.0,14.582229421392805,success
118,1134,156204530000.0,11.193694114685059,414330,312,90020350263296.0,13.954340698417177,success
124,1169,82844840000.0,10.918265342712402,590488,675,57136910434304.0,13.756916753064406,success
129,1205,105777050000.0,11.024392127990723,262558,130,164261326225408.0,14.215535324944792,success
130,1218,154260420000.0,11.188255310058594,690364,981,40483397042176.0,13.607276947872545,success
133,1234,82863055000.0,10.918360710144043,733689,1140,36408756535296.0,13.561205846770223,success
135,1251,131899340000.0,11.120243072509766,160830,56,296168328265728.0,14.47153861395946,success
139,1280,152282550000.0,11.182650566101074,81618,19,467371865145344.0,14.669662565180955,success
140,1288,143227940000.0,11.156027793884277,789373,1381,34546263261184.0,13.538401078256861,success
141,1301,138725700000.0,11.142157554626465,235366,106,201667337256960.0,14.304635564064277,success
142,1309,122742060000.0,11.088994026184082,243651,113,200451358195712.0,14.302009003240094,success
146,1336,117547205000.0,11.070212364196777,494530,455,74523831435264.0,13.872295174839584,success
147,1344,118175740000.0,11.072528839111328,120494,35,381228075188224.0,14.581184876358591,success
152,1377,155689170000.0,11.192258834838867,281481,147,187930807107584.0,14.273997978930446,success
155,1396,119073590000.0,11.07581615447998,324341,192,129208068079616.0,14.111289632955177,success
157,1411,140256180000.0,11.14692211151123,294432,160,171195450261504.0,14.233492218562052,success
160,1425,117845650000.0,11.071313858032227,195434,77,230889556541440.0,14.363404289612728,success
163,1441,93643590000.0,10.971478462219238,157536,54,314248664186880.0,14.497273440256166,success
169,1477,146639880000.0,11.166252136230469,427248,332,99754541318144.0,13.998932676033133,success
170,1482,157155930000.0,11.196331024169922,262558,130,164261326225408.0,14.215535324944792,success
179,1534,152477630000.0,11.183206558227539,264563,132,179053478805504.0,14.252982763277869,success
192,1617,157221180000.0,11.196511268615723,184677,70,258570536878080.0,14.412579037171403,success
193,1626,112509125000.0,11.051188468933105,17911,2,1033314370584576.0,15.014232469282954,success
194,1636,78379920000.0,10.894205093383789,17942,2,1033314370584576.0,15.014232469282954,success
198,1662,91195010000.0,10.95997142791748,211746,88,223381030961152.0,14.349046290987863,success
199,1672,105558850000.0,11.023494720458984,619794,756,52550246072320.0,13.720574754000808,success
200,1684,103720590000.0,11.015865325927734,1044369,3122,16182326329344.0,13.209040954814807,success
201,1692,74084960000.0,10.869729995727539,889920,1921,12468602535936.0,13.09581778106946,success
203,1708,94342430000.0,10.97470760345459,22736,3,899670222045184.0,14.95408334611498,success
208,1733,99292050000.0,10.996914863586426,473315,412,81883476000768.0,13.913196270432948,success
210,1748,77448266000.0,10.88901138305664,124333,37,197666877210624.0,14.2959339012316,success
211,1759,111135375000.0,11.045852661132812,908678,2039,23104170491904.0,13.363690380677458,success
215,1780,144770760000.0,11.160680770874023,415071,313,106644214120448.0,14.027937298194024,success
217,1798,119909470000.0,11.078853607177734,168106,60,290497797029888.0,14.463142843296431,success
228,1852,106969290000.0,11.02925968170166,979355,2553,10643940835328.0,13.027102451846845,success
229,1860,91598880000.0,10.96189022064209,343443,214,138947200024576.0,14.142849799575945,success
235,1896,103863680000.0,11.016464233398438,1341218,7810,6039436525568.0,12.780996421195312,success
241,1920,155613820000.0,11.192048072814941,17908,2,1033314370584576.0,15.014232469282954,success
242,1924,73844050000.0,10.868315696716309,1572823,15850,3375513468928.0,12.52833984524424,success
243,1940,138739940000.0,11.14220142364502,203923,83,128114512363520.0,14.107598327889981,success
245,1951,92942670000.0,10.968214988708496,1172923,4651,10005938962432.0,13.000257849300956,success
246,1965,136826634000.0,11.136171340942383,47315,8,398251614273536.0,14.600157544846473,success
249,1978,103745890000.0,11.015971183776855,381609,264,60795924774912.0,13.783874468958846,success
250,1988,88420835000.0,10.946555137634277,128624,39,334133456797696.0,14.523919963740937,success
254,2011,123044680000.0,11.090063095092773,328787,197,138800206446592.0,14.1423901120738,success
258,2033,131594780000.0,11.11923885345459,27880,4,841819696922624.0,14.925219083166255,success
264,2061,116469890000.0,11.066213607788086,418698,319,95636196163584.0,13.980622294147855,success
267,2079,149580530000.0,11.174875259399414,443557,360,96995049996288.0,13.986749571233755,success
268,2087,82679450000.0,10.917397499084473,429989,337,96431452979200.0,13.984218710535103,success
269,2097,110974500000.0,11.045223236083984,68212,14,437283203317760.0,14.640762795784122,success
275,2123,79587650000.0,10.900845527648926,1207349,5171,9006766620672.0,12.954568909644227,success
277,2137,153742800000.0,11.186795234680176,180645,67,278848855867392.0,14.445368866896443,success
284,2165,119974210000.0,11.07908821105957,474321,414,81897241706496.0,13.91326927499826,success
286,2181,89505210000.0,10.951848030090332,78524,18,407155215695872.0,14.609760002516866,success
287,2186,87602290000.0,10.94251537322998,679125,943,38863686860800.0,13.589543998202757,success
288,2192,143160430000.0,11.155823707580566,238666,109,188158054498304.0,14.274522813935697,success
289,2201,135558726000.0,11.13212776184082,421531,323,98153567092736.0,13.991906087334307,success
290,2208,127046710000.0,11.103963851928711,272151,139,146933045788672.0,14.167119481220379,success
294,2230,130410920000.0,11.115314483642578,355973,230,134836362674176.0,14.129807028543086,success
295,2240,104051220000.0,11.017247200012207,869730,1797,22812601352192.0,13.358174811295342,success
302,2293,100538190000.0,11.002330780029297,421528,323,98153567092736.0,13.991906087334307,success
305,2310,150023420000.0,11.176159858703613,734836,1145,31172694376448.0,13.493774341649688,success
308,2328,86171960000.0,10.935365676879883,68209,14,437283203317760.0,14.640762795784122,success
309,2332,150594620000.0,11.177809715270996,144438,47,183143579516928.0,14.262791698161662,success
311,2341,75005075000.0,10.875090599060059,94753,24,367364893835264.0,14.565097651855222,success
312,2353,145747690000.0,11.163601875305176,332312,201,151025663082496.0,14.179050751188042,success
313,2359,125572735000.0,11.098896026611328,146890,48,324151516594176.0,14.510748057859148,success
314,2366,119387144000.0,11.076957702636719,500510,467,73059776069632.0,13.863678336752544,success
315,2376,108796060000.0,11.036613464355469,760432,1251,31752647081984.0,13.501779936405264,success
317,2388,117480210000.0,11.069965362548828,804203,1451,25961900802048.0,13.414336486187658,success
319,2395,130033705000.0,11.114056587219238,425838,330,62948298981376.0,13.798983998892123,success
320,2401,76409670000.0,10.883148193359375,431132,339,30564960698368.0,13.485223841693184,success
321,2412,108712570000.0,11.036279678344727,97407,25,219906721185792.0,14.342238503254803,success
322,2419,103181010000.0,11.01360034942627,498948,464,80022396207104.0,13.90321155184105,success
323,2426,132209450000.0,11.121262550354004,323749,191,156477503307776.0,14.194451908070404,success
324,2436,64483762000.0,10.809450149536133,441827,357,94136631820288.0,13.973758655325673,success
325,2445,131186210000.0,11.117888450622559,728716,1121,34540905037824.0,13.538333712727198,success
326,2451,141244530000.0,11.149971961975098,721073,1093,21094633308160.0,13.324171980363701,success
328,2459,131229420000.0,11.11803150177002,556813,590,67743256674304.0,13.830866070987122,success
329,2469,144776200000.0,11.160697937011719,562839,605,61406233755648.0,13.788212461503669,success
332,2478,146906020000.0,11.16703987121582,17912,2,1033314370584576.0,15.014232469282954,success
334,2490,111677730000.0,11.047966957092285,644716,831,48571189559296.0,13.68637873992994,success
336,2500,94779680000.0,10.976715087890625,155568,53,184230525009920.0,14.265361589731892,success
337,2509,134785490000.0,11.129643440246582,949289,2323,20626481872896.0,13.314425159457262,success
339,2521,86056140000.0,10.934782028198242,486751,439,67240577728512.0,13.8276314362253,success
346,2562,110098370000.0,11.041781425476074,239857,110,164342309847040.0,14.215749386731398,success
347,2570,133382030000.0,11.125097274780273,228538,101,121944716345344.0,14.086162987825046,success
348,2575,134109720000.0,11.127460479736328,561060,600,63358732599296.0,13.801806481229207,success
350,2585,87757090000.0,10.943282127380371,333104,202,158652518367232.0,14.200446970254973,success
351,2595,138169100000.0,11.140411376953125,683595,957,45228916473856.0,13.655416183698563,success
352,2604,129962650000.0,11.113819122314453,913712,2071,20833110065152.0,13.318754108320794,success
354,2612,117400630000.0,11.069670677185059,198208,79,253893451710464.0,14.404651499917893,success
358,2641,130940560000.0,11.117074966430664,152076,51,316146536415232.0,14.499888428205248,success
360,2657,79928880000.0,10.902704238891602,27878,4,841819696922624.0,14.925219083166255,success
361,2664,63551365000.0,10.803125381469727,361285,237,74851809230848.0,13.874202302066884,success
366,2688,127954850000.0,11.107056617736816,78,0,1535789976518656.0,15.186331828797393,success
367,2696,121387170000.0,11.084173202514648,136963,43,343380722712576.0,14.53577591035154,success
370,2713,138416210000.0,11.14118766784668,535504,541,71958049849344.0,13.857079384924415,success
371,2719,122511380000.0,11.088176727294922,1485642,12162,4136569929728.0,12.616640370580058,success
373,2737,122164945000.0,11.086946487426758,487302,440,72182579331072.0,13.858432396831791,success
374,2744,127435375000.0,11.105290412902832,109278,30,389327343321088.0,14.590314906252068,success
375,2752,145619300000.0,11.163219451904297,1018932,2889,14872389615616.0,13.172380754231277,success
376,2757,125406570000.0,11.098320960998535,75827,17,416661488271360.0,14.619783360778436,success
379,2778,85433745000.0,10.931629180908203,905382,2018,20020386070528.0,13.301472448102505,success
383,2795,102808450000.0,11.012028694152832,456964,383,92625600249856.0,13.966731035393382,success
389,2828,150440430000.0,11.17736530303955,1233178,5605,8357128175616.0,12.922057063114387,success
391,2834,115532825000.0,11.062705993652344,366250,243,117173376778240.0,14.068828945882146,success
392,2841,128102466000.0,11.107558250427246,1408125,9603,5296648355840.0,12.7240011411086,success
393,2849,88074800000.0,10.944851875305176,0,0,1535789976518656.0,15.186331828797393,success
395,2863,69396740000.0,10.841339111328125,728716,1121,34540905037824.0,13.538333712727198,success
402,2899,126245620000.0,11.101216316223145,47318,8,398251614273536.0,14.600157544846473,success
403,2908,129742225000.0,11.113081932067871,1154505,4394,11126504947712.0,13.046358765386294,success
404,2915,123914130000.0,11.093121528625488,801837,1439,27253027110912.0,13.43541474824753,success
405,2922,151266150000.0,11.179741859436035,409329,304,64784951148544.0,13.811474135621111,success
406,2931,144393360000.0,11.159547805786133,503671,474,66994992840704.0,13.8260423450454,success
409,2948,128135760000.0,11.107670783996582,162664,57,301115828600832.0,14.478733585447387,success
410,2954,79553960000.0,10.900662422180176,626793,778,53514088742912.0,13.728468134503427,success
413,2969,146499110000.0,11.1658353805542,532548,534,63930919550976.0,13.80571095115751,success
414,2974,146372350000.0,11.165459632873535,464983,397,89933930823680.0,13.953923575930144,success
415,2979,100870160000.0,11.003763198852539,1026790,2958,16279280812032.0,13.21163521466466,success
416,2986,101403165000.0,11.006052017211914,267742,135,163210233643008.0,14.21274738649718,success
417,2991,152547230000.0,11.183404922485352,750741,1211,21409839448064.0,13.330613410541458,success
418,2994,99608390000.0,10.998295783996582,345893,217,144810090430464.0,14.160798824745035,success
420,3001,97485010000.0,10.988938331604004,337382,207,96327551680512.0,13.983750522134436,success
421,3009,138229900000.0,11.140602111816406,1037954,3061,11308811419648.0,13.053416962041833,success
422,3018,88147550000.0,10.945210456848145,128624,39,334133456797696.0,14.523919963740937,success
424,3024,149055320000.0,11.173347473144531,157541,54,314248664186880.0,14.497273440256166,success
426,3035,147926220000.0,11.170045852661133,431997,340,114998093283328.0,14.060690639628445,success
428,3045,139033530000.0,11.143119812011719,72656,16,379204239622144.0,14.578873184241477,success
429,3051,136061290000.0,11.133734703063965,1112700,3861,11366758875136.0,13.055636647334447,success
430,3056,89744020000.0,10.95300579071045,820851,1533,27039268601856.0,13.431994939988755,success
431,3064,143161870000.0,11.155827522277832,718942,1085,41799745798144.0,13.62117364065544,success
432,3069,100241510000.0,11.00104808807373,438136,350,93156901126144.0,13.96921503325251,success
433,3076,133619480000.0,11.125869750976562,89315,22,360359567294464.0,14.556736056763258,success
434,3082,152095100000.0,11.18211555480957,1153296,4378,10484561477632.0,13.020550270583207,success
436,3089,77992540000.0,10.892053604125977,86933,21,382146090893312.0,14.582229421392805,success
444,3147,157085140000.0,11.196135520935059,199580,80,193627108147200.0,14.286966159246084,success
446,3153,149381820000.0,11.174298286437988,17908,2,1033314370584576.0,15.014232469282954,success
447,3156,134825160000.0,11.12977123260498,164428,58,279208861368320.0,14.445929197555325,success
448,3162,158460740000.0,11.199921607971191,128624,39,334133456797696.0,14.523919963740937,success
449,3168,155501280000.0,11.191734313964844,611369,732,56478928994304.0,13.751886452628131,success
450,3174,74573640000.0,10.87258529663086,279583,145,155587975315456.0,14.191976029312148,success
451,3184,94970120000.0,10.97758674621582,870559,1802,17505071398912.0,13.243163886485814,success
452,3190,100754690000.0,11.003265380859375,1268280,6241,8060378021888.0,12.906355410163675,success
455,3201,96161480000.0,10.983001708984375,632688,795,52661088944128.0,13.721489835353722,success
457,3210,80027450000.0,10.903239250183105,674125,926,43106812559360.0,13.634545911068706,success
458,3220,121985710000.0,11.086309432983398,491697,449,65302595371008.0,13.814930442115935,success
459,3228,134387050000.0,11.128357887268066,623976,769,60123984691200.0,13.779047755548502,success
460,3231,157348150000.0,11.19686222076416,84202,20,431286791438336.0,14.63476615767462,success
461,3235,79873630000.0,10.902403831481934,933405,2208,16360019066880.0,13.213783805486646,success
464,3255,74097260000.0,10.869802474975586,491707,449,65302595371008.0,13.814930442115935,success
465,3264,90280820000.0,10.955595970153809,164501,58,279208861368320.0,14.445929197555325,success
467,3273,66214110000.0,10.820950508117676,322987,190,106295365468160.0,14.026514329476427,success
468,3278,101181650000.0,11.005102157592773,142409,46,176415714574336.0,14.246537268148105,success
471,3291,72035730000.0,10.857547760009766,628373,783,54372062986240.0,13.735375811326948,success
473,3304,150683940000.0,11.178067207336426,84202,20,431286791438336.0,14.63476615767462,success
476,3321,144395670000.0,11.159554481506348,503347,473,81075552387072.0,13.90888991630696,success
479,3334,80233690000.0,10.904356956481934,259549,127,201790498799616.0,14.304900713853124,success
481,3344,80217750000.0,10.90427017211914,111938,31,390177377746944.0,14.591262085651834,success
482,3350,140465060000.0,11.147568702697754,477875,421,50628604723200.0,13.704395958803694,success
483,3355,104451340000.0,11.018914222717285,551199,577,63530560651264.0,13.802982687960412,success
485,3364,123928200000.0,11.093170166015625,942672,2275,10886938886144.0,13.036905785014008,success
486,3373,108921300000.0,11.037113189697266,952201,2344,14210261057536.0,13.152602056450053,success
488,3383,86827926000.0,10.93865966796875,439883,353,86192754262016.0,13.935470758675221,success
489,3390,125204505000.0,11.097620010375977,1079883,3486,12300929990656.0,13.08993794676802,success
491,3399,105429385000.0,11.022961616516113,42631,7,581220677189632.0,14.764341056124303,success
492,3406,105997870000.0,11.025297164916992,357658,232,138538993582080.0,14.141572028375624,success
496,3426,109151690000.0,11.038030624389648,238668,109,188158054498304.0,14.274522813935697,success
497,3432,121789380000.0,11.085609436035156,102598,27,456104488206336.0,14.659064345851233,success
498,3439,81174520000.0,10.909420013427734,438136,350,93156901126144.0,13.96921503325251,success
499,3447,84952930000.0,10.929178237915039,205503,84,158344471904256.0,14.19960290595621,success
501,3464,88505246000.0,10.946969032287598,1007331,2786,4700521889792.0,12.672146079483355,success
502,3475,93685604000.0,10.971673011779785,585486,661,46589586440192.0,13.668288855381904,success
503,3481,66495463000.0,10.822792053222656,428353,334,104113522081792.0,14.017507138579992,success
504,3489,90398340000.0,10.956160545349121,164457,58,279208861368320.0,14.445929197555325,success
505,3495,68027700000.0,10.832685470581055,264563,132,179053478805504.0,14.252982763277869,success
506,3504,128750020000.0,11.109747886657715,957253,2382,17989472616448.0,13.255018431654404,success
507,3507,97392410000.0,10.988525390625,348989,221,122974577360896.0,14.089815338650387,success
508,3512,129407410000.0,11.111959457397461,655645,865,47775798525952.0,13.679207954597096,success
509,3516,149003960000.0,11.173197746276855,120494,35,381228075188224.0,14.581184876358591,success
510,3524,126969676000.0,11.103700637817383,914889,2079,20420856119296.0,13.310073945394976,success
511,3526,113371505000.0,11.05450439453125,250515,119,170198598418432.0,14.230955979358162,success
513,3533,152678500000.0,11.183777809143066,1023349,2927,15771018199040.0,13.19785973289452,success
515,3538,64313690000.0,10.808303833007812,116080,33,369590794190848.0,14.56772114522689,success
516,3545,136210300000.0,11.134210586547852,495517,457,66661625364480.0,13.823875898556722,success
518,3560,122623600000.0,11.088574409484863,706957,1042,39596536627200.0,13.597657201342832,success
519,3566,88058405000.0,10.944770812988281,447501,367,99850288889856.0,13.999349325722383,success
520,3572,142786120000.0,11.154685974121094,58082,11,547336941993984.0,14.738254761430827,success
521,3576,120556840000.0,11.081192016601562,350644,223,131011845292032.0,14.117310563689344,success
522,3582,124841810000.0,11.096360206604004,11748,1,1307340129173504.0,15.116388592175756,success
524,3590,132803715000.0,11.123210906982422,636432,806,45201494114304.0,13.655152790450169,success
529,3621,153672860000.0,11.18659782409668,264563,132,179053478805504.0,14.252982763277869,success
532,3628,89425410000.0,10.951460838317871,1501765,12770,3957052932096.0,12.597371859708398,success
534,3637,83805905000.0,10.923274993896484,923174,2136,20792054120448.0,13.317897396936461,success
537,3655,139853630000.0,11.145673751831055,94753,24,367364893835264.0,14.565097651855222,success
538,3660,145047040000.0,11.16150951385498,900517,1986,21508319608832.0,13.332606481372164,success
541,3669,138967000000.0,11.142911911010742,913806,2072,20792584699904.0,13.317908479284966,success
542,3676,108161520000.0,11.034072875976562,466819,400,67376317988864.0,13.828507273774644,success
544,3685,100010950000.0,11.00004768371582,27879,4,841819696922624.0,14.925219083166255,success
545,3693,112716990000.0,11.051989555358887,237512,108,199525524307968.0,14.299998460709714,success
549,3716,144081190000.0,11.158607482910156,526288,520,58895720513536.0,13.77008373918645,success
550,3722,116967720000.0,11.068066596984863,144482,47,183143579516928.0,14.262791698161662,success
551,3728,97192485000.0,10.987632751464844,908231,2036,21378533163008.0,13.329977903816378,success
552,3734,145992470000.0,11.16433048248291,215608,91,164138567335936.0,14.21521063841577,success
554,3742,77496110000.0,10.889280319213867,686641,968,38998793781248.0,13.591051174661136,success
555,3750,154191150000.0,11.18805980682373,186249,71,276122960920576.0,14.441102521766004,success
557,3757,121317420000.0,11.08392333984375,227131,100,179395750789120.0,14.253812152026397,success
558,3763,70634880000.0,10.849019050598145,686641,968,38998793781248.0,13.591051174661136,success
560,3771,136065080000.0,11.133747100830078,55060,10,635853466501120.0,14.803357043286407,success
561,3775,140008500000.0,11.146154403686523,373072,252,118042587561984.0,14.072038720919199,success
563,3778,78490990000.0,10.894820213317871,225691,99,137743803875328.0,14.139072072109837,success
564,3786,126944380000.0,11.10361385345459,307862,174,128181143076864.0,14.107824140159273,success
566,3796,69559525000.0,10.84235668182373,1320752,7333,5003180244992.0,12.699246149094753,success
568,3809,156184940000.0,11.193639755249023,653080,857,45056484442112.0,13.653757302635166,success
573,3825,108572205000.0,11.03571891784668,42633,7,581220677189632.0,14.764341056124303,success
574,3828,135493690000.0,11.131919860839844,22738,3,899670222045184.0,14.95408334611498,success
578,3842,125581664000.0,11.098926544189453,393217,280,87607643996160.0,13.94254200115118,success
580,3856,92252030000.0,10.96497631072998,189037,73,205733010341888.0,14.313303980849449,success
581,3866,158280420000.0,11.199427604675293,910495,2051,17799982350336.0,13.250419571682182,success
582,3870,136105020000.0,11.133874893188477,22736,3,899670222045184.0,14.95408334611498,success
583,3875,116527640000.0,11.066429138183594,381609,264,60795924774912.0,13.783874468958846,success
587,3890,149866580000.0,11.175704956054688,142409,46,176415714574336.0,14.246537268148105,success
590,3901,118947130000.0,11.07535457611084,1647247,19868,2410542006272.0,12.382114703930696,success
591,3910,154806160000.0,11.189788818359375,827818,1568,29379719593984.0,13.468047646479201,success
592,3913,135029240000.0,11.130428314208984,967150,2458,17073396776960.0,13.23231993322566,success
594,3918,148371540000.0,11.171350479125977,875355,1831,21163868684288.0,13.325595058196155,success
596,3928,125867310000.0,11.099913597106934,16,0,1535789976518656.0,15.186331828797393,success
599,3940,99299390000.0,10.996946334838867,192574,75,134628685905920.0,14.129137606717837,success
600,3944,140044900000.0,11.146267890930176,33214,5,733527398154240.0,14.865416339917514,success
601,3950,144994140000.0,11.161351203918457,416322,315,87792570859520.0,13.943457766803315,success
603,3960,145462690000.0,11.162752151489258,773805,1310,31058701582336.0,13.492183295970344,success
604,3965,71484680000.0,10.854212760925293,33175,5,733527398154240.0,14.865416339917514,success
605,3969,73941060000.0,10.86888599395752,413606,311,85799353712640.0,13.933484016518971,success
606,3975,63164470000.0,10.8004732131958,968309,2467,18016039337984.0,13.255659321453376,success
607,3982,87598080000.0,10.94249439239502,815778,1507,28647563984896.0,13.457087698104562,success
608,3989,104934064000.0,11.020916938781738,479387,424,75413711749120.0,13.877450316633473,success
609,3994,103178810000.0,11.013590812683105,42632,7,581220677189632.0,14.764341056124303,success
612,4008,77713620000.0,10.890497207641602,387498,272,126265109512192.0,14.101283359742256,success
613,4014,126894785000.0,11.10344409942627,797187,1417,29106238390272.0,13.46398608204797,success
614,4018,87611600000.0,10.942562103271484,773022,1306,34307722706944.0,13.535391891223417,success
617,4036,122553790000.0,11.088327407836914,278412,144,177805841137664.0,14.24994602396933,success
618,4040,122128474000.0,11.086816787719727,399176,289,82948426563584.0,13.918808152370818,success
621,4054,142236060000.0,11.153010368347168,731618,1132,35268874731520.0,13.547391603537989,success
622,4058,108135416000.0,11.033967971801758,633327,797,34029176881152.0,13.531851444238418,success
623,4066,119434810000.0,11.077131271362305,11831,1,1307340129173504.0,15.116388592175756,success
624,4073,99081355000.0,10.995991706848145,72657,16,379204239622144.0,14.578873184241477,success
627,4089,95340085000.0,10.979275703430176,284417,150,88344214110208.0,13.946178111711578,success
628,4094,85252330000.0,10.930706024169922,311727,178,91614747820032.0,13.961965390494417,success
629,4098,94098480000.0,10.973583221435547,70151,15,497315974479872.0,14.696632409598273,success
630,4106,79189110000.0,10.898665428161621,403479,295,115490999500800.0,14.062548139903948,success
633,4126,140906430000.0,11.148931503295898,642529,824,22897445830656.0,13.359787040264878,success
635,4136,128007864000.0,11.107236862182617,443557,360,96995049996288.0,13.986749571233755,success
636,4140,85468870000.0,10.931808471679688,1447709,10842,4746088808448.0,12.676335860442226,success
637,4145,134421070000.0,11.128467559814453,1163547,4522,7754560307200.0,12.889557177833648,success
639,4160,83558020000.0,10.921988487243652,348996,221,122974577360896.0,14.089815338650387,success
640,4162,158232530000.0,11.199295997619629,352149,225,128242103091200.0,14.108030631565473,success
641,4166,153895700000.0,11.187227249145508,815238,1504,27701498871808.0,13.442503268492034,success
642,4170,136978840000.0,11.136653900146484,17911,2,1033314370584576.0,15.014232469282954,success
644,4185,117330670000.0,11.069412231445312,907192,2030,23906933014528.0,13.37852386468535,success
645,4188,123756920000.0,11.092569351196289,592363,680,52192434192384.0,13.717607552300327,success
646,4193,74652740000.0,10.873045921325684,513664,495,79554680979456.0,13.90066573852362,success
647,4199,110724555000.0,11.044243812561035,245924,115,127064946507776.0,14.104025757966163,success
648,4204,94643450000.0,10.976090431213379,350629,223,131011845292032.0,14.117310563689344,success
649,4209,157470570000.0,11.197199821472168,671475,917,44073725460480.0,13.64417976207212,success
651,4218,112933190000.0,11.05282211303711,0,0,1535789976518656.0,15.186331828797393,success
652,4223,106943560000.0,11.029154777526855,1466554,11477,4250421952512.0,12.628432045944736,success
653,4227,126146430000.0,11.100874900817871,120494,35,381228075188224.0,14.581184876358591,success
654,4230,71986300000.0,10.857250213623047,1085271,3547,13336510988288.0,13.125042227127562,success
655,4234,89841060000.0,10.953474998474121,471317,408,82125034356736.0,13.914475564253532,success
656,4240,150235090000.0,11.176772117614746,142409,46,176415714574336.0,14.246537268148105,success
657,4244,98990040000.0,10.99559211730957,97407,25,219906721185792.0,14.342238503254803,success
658,4250,66650935000.0,10.823806762695312,279583,145,155587975315456.0,14.191976029312148,success
659,4257,91502440000.0,10.961432456970215,18287,2,1033314370584576.0,15.014232469282954,success
660,4260,113808744000.0,11.05617618560791,690131,980,42988763873280.0,13.633354957312129,success
661,4266,72793980000.0,10.862095832824707,0,0,1535789976518656.0,15.186331828797393,success
662,4274,116560150000.0,11.066550254821777,438756,351,97704793341952.0,13.989915870483305,success
663,4279,83257680000.0,10.920424461364746,1273999,6352,7987564904448.0,12.902414400121586,success
666,4304,125056205000.0,11.097105979919434,813198,1494,15812613111808.0,13.199003645154413,success
668,4308,126933420000.0,11.10357666015625,380128,262,116867452633088.0,14.067693577800224,success
669,4313,66353488000.0,10.821864128112793,293457,159,169744321740800.0,14.229795255247776,success
670,4321,133156620000.0,11.12436294555664,974378,2514,9527186423808.0,12.978964663384799,success
671,4325,100812950000.0,11.00351619720459,439883,353,86192754262016.0,13.935470758675221,success
674,4338,134559760000.0,11.128915786743164,0,0,1535789976518656.0,15.186331828797393,success
675,4343,101269110000.0,11.005476951599121,1234040,5619,6668961185792.0,12.824058189776517,success
676,4346,120366960000.0,11.080507278442383,413606,311,85799353712640.0,13.933484016518971,success
677,4351,120007290000.0,11.079208374023438,225690,99,137743803875328.0,14.139072072109837,success
678,4359,88053760000.0,10.944747924804688,433067,342,63594288906240.0,13.80341811552461,success
679,4362,97916510000.0,10.990856170654297,432003,340,114998093283328.0,14.060690639628445,success
681,4367,154023940000.0,11.187588691711426,345893,217,144810090430464.0,14.160798824745035,success
682,4371,65516003000.0,10.816347122192383,58083,11,547336941993984.0,14.738254761430827,success
683,4380,125142655000.0,11.097405433654785,140775,45,305942902079488.0,14.485640381953425,success
684,4384,140698830000.0,11.148290634155273,705172,1036,26848679428096.0,13.42892292946965,success
685,4389,68505907000.0,10.835728645324707,514130,496,49817002704896.0,13.69737759417835,success
688,4398,147795660000.0,11.169661521911621,1409345,9639,4770714615808.0,12.678583437836059,success
689,4401,158374580000.0,11.199686050415039,591184,677,50944049938432.0,13.707093467443423,success
691,4407,136111140000.0,11.133893966674805,1108191,3809,12658882379776.0,13.102395364629059,success
692,4410,97596880000.0,10.989436149597168,1072187,3402,12136801632256.0,13.084104253751615,success
693,4416,134072164000.0,11.127339363098145,214510,90,239398222299136.0,14.379120921139139,success
694,4420,84558090000.0,10.927155494689941,18287,2,1033314370584576.0,15.014232469282954,success
696,4434,147920780000.0,11.170029640197754,109278,30,389327343321088.0,14.590314906252068,success
697,4437,88245960000.0,10.945694923400879,22736,3,899670222045184.0,14.95408334611498,success
698,4444,67929674000.0,10.832059860229492,779541,1335,31823870558208.0,13.502752999315733,success
699,4454,130880496000.0,11.116875648498535,713886,1066,40706693398528.0,13.60966582610585,success
700,4459,101074960000.0,11.004643440246582,585024,660,56467705036800.0,13.751800137478204,success
701,4464,138036530000.0,11.139994621276855,132753,41,357260815499264.0,14.552985385232217,success
702,4468,142071330000.0,11.152506828308105,453937,378,51961936216064.0,13.71568532547038,success
703,4471,122884520000.0,11.089497566223145,142408,46,176415714574336.0,14.246537268148105,success
704,4475,127022290000.0,11.103879928588867,322988,190,106295365468160.0,14.026514329476427,success
705,4483,153161470000.0,11.185150146484375,541367,554,70259662913536.0,13.84670606183599,success
707,4487,96919480000.0,10.986411094665527,37492,6,459285179924480.0,14.662082431960792,success
708,4494,71767520000.0,10.855928421020508,578012,642,40866697707520.0,13.61136954533711,success
