GroupID_z8,SubhaloID_z8,GroupID_z0,SubhaloID_z0,logM200c_z8,logM200c_z0,M0_bin,ParticleMembership,N_DM_total,N_DM_sampled,N_DM_matched,DM_match_fraction,R_Lag_analytic_cMpc,R50_cMpc,R68_cMpc,R80_cMpc,R90_cMpc,Rrms_cMpc,b_over_a,c_over_a,Triaxiality,R_environment_opt_cMpc,fprog_at_Ropt,Nhalo_R10,Ngal_R10,fprog_R2,fprog_R3,fprog_R5,fprog_R8,fprog_R10,fprog_R15,fprog_R20
773,4811,17,75826,11.188310623168944,14.619783360778436,>14.5,R200c,5925395,10000,10000,1.0,13.623500674067836,9.785655921274973,11.373669904878076,12.589122812741401,14.06128941545195,10.272112742501047,0.9588108259623367,0.8371583775368526,0.26968920339451896,20.0,0.9898,517,9,0.0102,0.0319,0.1005,0.2956,0.469,0.8534,0.9898
497,3432,27,102598,11.085609436035156,14.659064345851233,>14.5,R200c,6472535,10000,10000,1.0,14.040493709113859,9.808630377006953,11.22235626762529,12.32624722055028,13.663709659259196,10.221060566015602,0.882804725550788,0.7995076089223107,0.6115948185966463,20.0,0.9947,593,10,0.0096,0.0236,0.084,0.2787,0.4698,0.8961,0.9947
1890,9442,28,104399,11.052536964416504,14.673038856476026,>14.5,R200c,6686867,10000,10000,1.0,14.191900232877922,10.568215296912731,12.085262655739694,13.153337165686745,14.323728136900481,10.773757738393822,0.8406832222482,0.7065921307011944,0.5856512458463873,20.0,0.9922,382,8,0.0095,0.0269,0.0877,0.2642,0.4318,0.864,0.9922
1101,6294,15,70151,11.14697551727295,14.696632409598273,>14.5,R200c,6953882,10000,10000,1.0,14.45123845284423,10.090485792224408,11.80426862973871,13.119600995881108,14.697630641763283,10.621954531275353,0.8329450224175966,0.743580276964854,0.684881578242295,20.0,0.7918,292,7,0.0074,0.0133,0.0408,0.1256,0.2155,0.5034,0.7918
990,5826,11,58092,11.19089126586914,14.738254761430827,>14.5,R200c,7672750,10000,10000,1.0,14.920355962788136,10.838641218840998,12.45032944519495,13.794534611028801,15.51808555823885,11.516225959406581,0.8779824316611016,0.6729597236284716,0.41881976072326477,20.0,0.3581,203,7,0.0011,0.0021,0.0097,0.0392,0.0807,0.1925,0.3581
573,3825,7,42633,11.03571891784668,14.764341056124303,>14.5,R200c,8248173,10000,10000,1.0,15.222101589517537,11.04067031324308,13.129409746399633,15.058202102121875,17.44540924884036,12.249411525875347,0.8462177968889121,0.60186785819875,0.4451794247790587,20.0,0.6246,343,6,0.0,0.0,0.0013,0.0279,0.0782,0.3,0.6246
1932,9598,9,51544,11.009254455566406,14.807001397240343,>14.5,R200c,9059116,10000,10000,1.0,15.728768836744285,10.572778113930347,12.392753077842196,14.13802942435563,16.27774195192526,11.49060023190534,0.8430072397990892,0.6762801749993889,0.5332007611754555,20.0,0.9607,615,11,0.0063,0.0164,0.0523,0.191,0.3396,0.7208,0.9607
1132,6405,12,61684,11.091867446899414,14.816361664125669,>14.5,R200c,9343529,10000,10000,1.0,15.842175448159184,11.748849400263186,13.502415333426022,14.875000457326891,16.333244697849747,12.12563188831067,0.680193439180075,0.5698635751659887,0.7957534307552517,20.0,0.9248,494,8,0.0064,0.0159,0.0535,0.1807,0.3207,0.7145,0.9248
600,3944,5,33214,11.146267890930176,14.865416339917514,>14.5,R200c,10370763,10000,10000,1.0,16.450017991655045,11.827180889328446,13.748628140474311,15.173783580776801,17.26428651600081,12.60867082877437,0.7774645675611388,0.7180956530131053,0.8166782889812615,20.0,0.5499,570,23,0.0018,0.0063,0.0295,0.0943,0.1474,0.3062,0.5499
785,4878,4,27887,11.15309238433838,14.925219083166256,>14.5,R200c,11873294,10000,10000,1.0,17.222675741894722,12.653223615599966,14.659384836526682,16.067376714278385,17.639400928172705,13.030036830548912,0.9291388474981673,0.86157231709277,0.5304797822182508,20.0,0.2909,231,5,0.0,0.0001,0.0041,0.0272,0.0511,0.1292,0.2909
1043,6077,3,22740,11.14243984222412,14.95408334611498,>14.5,R200c,12561632,10000,10000,1.0,17.60848720145595,13.429878349186765,15.753037092949146,17.411660238444192,19.167670547375685,14.132615239184746,0.8112269081059641,0.665040351784462,0.613049716530107,20.0,0.4132,281,1,0.0039,0.0109,0.0317,0.0839,0.1176,0.2301,0.4132
241,1920,2,17908,11.19204807281494,15.014232469282954,>14.5,R200c,14442273,10000,10000,1.0,18.44046014197347,12.906000496840555,14.85963525988796,16.399429073190262,18.025780895000537,13.322644347034673,0.9377271437322033,0.846966296340289,0.4269188682128117,20.0,0.9061,721,26,0.0049,0.0135,0.0521,0.1455,0.2535,0.6172,0.9061
902,5447,0,0,11.192373275756836,15.186331828797393,>14.5,R200c,21870192,10000,10000,1.0,21.04448038378224,15.11888584755047,17.818279190156666,20.293195029714745,23.130346546245903,16.635557924836398,0.863549802131964,0.7429310866418193,0.567525520291552,20.0,0.4671,756,16,0.0027,0.007,0.0227,0.0671,0.1127,0.2774,0.4671
