GroupID_z8,SubhaloID_z8,M200c_z8,logM200c_z8,GroupID_z0,SubhaloID_z0,M200c_z0,logM200c_z0,MstarCentral_z8,logMstarCentral_z8,SFRCentral_z8,logSFRCentral_z8,Ngal_R1,MstarTot_R1,Nhalo_R1,MhaloTot_R1,deltaGal_R1,Ngal_R2,MstarTot_R2,Nhalo_R2,MhaloTot_R2,deltaGal_R2,Ngal_R3,MstarTot_R3,Nhalo_R3,MhaloTot_R3,deltaGal_R3,Ngal_R5,MstarTot_R5,Nhalo_R5,MhaloTot_R5,deltaGal_R5,Ngal_R8,MstarTot_R8,Nhalo_R8,MhaloTot_R8,deltaGal_R8,Ngal_R10,MstarTot_R10,Nhalo_R10,MhaloTot_R10,deltaGal_R10,Ngal_R15,MstarTot_R15,Nhalo_R15,MhaloTot_R15,deltaGal_R15,Ngal_R20,MstarTot_R20,Nhalo_R20,MhaloTot_R20,deltaGal_R20,M0_bin,R_Lag_analytic_cMpc,TargetX_cMpc,TargetY_cMpc,TargetZ_cMpc
2134,10369,99596400000.0,10.998244285583496,3734,1101924,13069813022720.0,13.116269374590354,131174873.5947633,8.117850654367436,3.334808111190796,0.5232010603566348,0,0.0,0,0.0,-1.0,1,153209011.56510088,8,106456875141.159,98.39668214963878,2,374835654.9172124,14,218511654813.62683,57.90173757015632,2,374835654.9172124,29,313788189370.9693,11.722775315153765,3,796180533.5735197,92,826176061262.8015,3.659219475764318,5,1202160954.4886012,163,1468643253976.5596,2.9758672859855517,10,1919577871.610149,415,3456486992764.55,1.3560695028062528,15,2564070120.7464027,834,6439260321229.058,0.4909502322445818,12.5-13.5,4.296525452045469,126.40454310599351,240.42755388249188,213.76736879982286
4527,18339,66383160000.0,10.822057723999023,3271,1059479,14529095270400.0,13.162238571537786,136869263.58475387,8.13630593057182,1.5066503286361694,0.1783006267107999,0,0.0,6,102346240242.2871,-1.0,0,0.0,13,179740116506.1198,-1.0,0,0.0,17,198062562532.46997,-1.0,0,0.0,31,300885290391.40216,-1.0,0,0.0,80,610340534672.8225,-1.0,2,249360821.94099253,131,1040986768520.7894,0.5903469143942206,7,1359564904.7009811,404,3393964034320.6846,0.649248651964377,16,2871306990.071194,1027,8363337069529.847,0.5903469143942206,12.5-13.5,4.450824341033315,159.2799790559492,193.54526498376146,39.01814382196634
2438,11374,94292780000.0,10.974478721618652,1642,841972,14803855736832.0,13.170374844255884,340258963.85703635,8.531809575175501,2.586620807647705,0.4129006347432407,0,0.0,6,24469858483.645924,-1.0,0,0.0,9,80275989613.56259,-1.0,0,0.0,35,245590117307.12744,-1.0,0,0.0,63,426524623916.11176,-1.0,0,0.0,100,640637724535.7755,-1.0,0,0.0,137,836359085209.9247,-1.0,2,458435590.7284267,285,1984784824282.573,-0.5287860994387494,5,1021076285.519236,511,3606405188798.3374,-0.5030165892518061,12.5-13.5,4.478705905366746,208.8388968851491,188.19333342559787,161.06752380425155
6746,25035,66034580000.0,10.819771766662598,2189,930636,19022431125504.0,13.27926602032587,168011802.32757306,8.225339790688377,1.1555287837982178,0.0631564460034598,0,0.0,4,26642084385.67507,-1.0,0,0.0,8,48764051326.7213,-1.0,0,0.0,13,101605264273.6528,-1.0,0,0.0,42,308756961437.46405,-1.0,0,0.0,87,634537420777.5394,-1.0,1,298498674.08769053,141,1043113692165.0894,-0.2048265428028897,3,534733498.3551576,508,3785903036048.85,-0.2931791491581241,14,3696700084.018503,1199,9778830229329.771,0.3915535500949429,12.5-13.5,4.869110203018687,283.4464035281961,271.4319226085031,137.54484056687335
4067,16898,75053810000.0,10.875372886657717,1804,870895,23994216480768.0,13.380106572829195,178626116.23210895,8.251944955707666,1.4612525701522827,0.1650223933808705,1,130275337.52431832,12,143850847071.23856,794.1734571971102,1,130275337.52431832,20,187445912594.84735,98.39668214963878,1,130275337.52431832,43,324683881479.9752,28.45086878507816,1,130275337.52431832,61,460112839277.2828,5.361387657576882,1,130275337.52431832,86,602003248754.3489,0.5530731585881059,2,238433042.5108996,112,769719933958.4364,0.5903469143942206,3,346375487.42144376,274,2041007335079.7112,-0.2931791491581241,9,1269225900.041906,845,6324843141289.633,-0.1054298606532508,12.5-13.5,5.260937247803206,41.92938129705492,97.19109831709478,133.05886939031592
1738,8874,84279950000.0,10.925724029541016,1695,851580,24266189832192.0,13.385001590721846,273197634.1560664,8.4364769341112,2.234372615814209,0.3493499263511191,0,0.0,2,19578708284.61288,-1.0,0,0.0,13,124611556617.98907,-1.0,0,0.0,21,163164651249.58624,-1.0,2,226423442.68270397,39,309172130137.8668,11.722775315153765,5,984607541.294076,75,646656609968.2705,6.765365792940529,5,984607541.294076,96,813758034937.7064,2.9758672859855517,7,1272050753.7439609,274,2188661792855.8584,0.649248651964377,15,3306243183.9761357,584,4840082378911.168,0.4909502322445818,12.5-13.5,5.280740108430726,48.87613139393269,21.19501754179584,85.6736234130499
2362,11141,94707600000.0,10.976385116577148,1944,893750,25524835450880.0,13.406962951032986,448094486.7766921,8.651369600513824,3.705970048904419,0.5690190770875387,1,121931008.97038198,11,166885315896.76996,794.1734571971102,1,121931008.97038198,28,300271202187.85205,98.39668214963878,1,121931008.97038198,40,372681659620.2101,28.45086878507816,2,389576838.70512223,71,658371417632.2424,11.722775315153765,5,1562061640.6800652,160,1597274273220.4026,6.765365792940529,5,1562061640.6800652,239,2210097305932.016,2.9758672859855517,11,4198503197.1303735,535,4682643777119.721,1.591676453086878,16,5576343293.204697,1185,9792633165044.707,0.5903469143942206,12.5-13.5,5.370506513606261,33.07680907698553,183.04454532034248,292.57803273545915
5618,21668,70563060000.0,10.848577499389648,1604,834791,27367651147776.0,13.437237525311708,232073981.87033644,8.365626453840143,1.4984571933746338,0.1759340719984821,0,0.0,7,95279479593.4521,-1.0,0,0.0,14,180932033420.9817,-1.0,0,0.0,18,216090841510.84705,-1.0,0,0.0,35,332788353802.92053,-1.0,0,0.0,86,575139285330.5797,-1.0,0,0.0,189,1250185165911.7466,-1.0,3,400861047.6856567,555,3927198051966.3584,-0.2931791491581241,7,1331804129.6621358,1004,7315239340621.244,-0.3042232249525285,12.5-13.5,5.496759965008861,83.68942832890464,36.20960254742398,221.03919859019783
1529,8095,119824270000.0,11.078545570373535,1258,762175,28357582389248.0,13.452669202541903,206483962.47021735,8.314886325817282,3.1651175022125244,0.5005270285350439,0,0.0,6,71171439957.54128,-1.0,0,0.0,16,157474463787.4083,-1.0,0,0.0,22,202677956778.7068,-1.0,0,0.0,51,398433280837.6168,-1.0,0,0.0,102,734277232570.7075,-1.0,1,149005438.86738116,168,1215348426381.2893,-0.2048265428028897,6,809761083.7560787,479,3449281658795.7905,0.4136417016837517,15,2376635939.4613643,1077,8236137481919.429,0.4909502322445818,12.5-13.5,5.562252050816343,31.984422862230588,66.50890006827576,136.36266653749632
4316,17698,69608610000.0,10.842662811279297,924,673510,34439413366784.0,13.537055745170164,336221087.93624705,8.52662494910087,2.082166910171509,0.3187240684414507,0,0.0,5,31339040381.87956,-1.0,0,0.0,16,99447445467.15404,-1.0,0,0.0,26,162439160917.86612,-1.0,0,0.0,68,521214658315.8146,-1.0,0,0.0,168,1309187725463.5176,-1.0,1,131058231.42288496,273,2200863179966.592,-0.2048265428028897,7,1106945986.7052424,717,5722449843092.31,0.649248651964377,13,2057524569.8253453,1436,10864906395329.877,0.2921568679453041,13.5-14.0,5.934436844706607,67.40771239297314,150.4036112341305,277.7231648582817
1295,7164,83121010000.0,10.919711112976074,1198,747447,35459849781248.0,13.54973689146475,184328810.3088292,8.265593220082232,1.4050270318984983,0.1479936703932641,1,109076763.90993372,13,93540635288.8,794.1734571971102,1,109076763.90993372,20,131310521456.4259,98.39668214963878,1,109076763.90993372,32,202403585793.594,28.45086878507816,2,372802047.3201612,55,457869675356.9047,11.722775315153765,3,546951999.5837076,106,849825731809.4204,3.659219475764318,4,662075857.1938354,133,1046926009292.479,2.180693828788441,5,782547972.8609966,430,2998834858742.7925,0.1780347514031264,11,2086992645.847928,868,6437788707714.778,0.0933635036460267,13.5-14.0,5.992479556900921,110.12042829199882,244.9762418807204,273.06583536315327
133,1234,82863055000.0,10.918360710144045,1140,733689,36408756535296.0,13.561205846770225,166324711.621142,8.220956779125721,2.022167682647705,0.3060318791280309,1,190235229.48018563,6,52437317346.73112,794.1734571971102,1,190235229.48018563,17,135960262945.20728,98.39668214963878,1,190235229.48018563,31,293196917046.5489,28.45086878507816,1,190235229.48018563,66,499723915033.7882,5.361387657576882,1,190235229.48018563,112,761077337237.5619,0.5530731585881059,1,190235229.48018563,182,1273074172654.967,-0.2048265428028897,3,504134464.8384928,566,4182745872661.009,-0.2931791491581241,12,9878814316.117945,1483,12702505838687.973,0.1927601857956653,13.5-14.0,6.045462703896809,97.6060119574845,295.06354720253916,109.0839399726897
351,2595,138169100000.0,11.140411376953123,957,683595,45228916473856.0,13.655416183698565,262415877.41662875,8.418990108393485,2.8659214973449707,0.457415801165297,0,0.0,4,23829253736.34336,-1.0,0,0.0,16,106181488527.7434,-1.0,1,101477383.42778604,36,258855721636.93344,28.45086878507816,1,101477383.42778604,84,602055902383.5858,5.361387657576882,3,797793925.5102249,175,1410857242030.8037,3.659219475764318,3,797793925.5102249,246,1931657236710.6687,1.385520371591331,4,1000759691.1561676,455,3409162839940.0684,-0.0575721988774988,7,1333003155.920123,920,6445245150007.054,-0.3042232249525285,13.5-14.0,6.4987973076227705,135.58676788086802,206.01484075140243,186.58584292884558
9834,33346,64877634000.0,10.812094688415527,690,596376,51297604599808.0,13.710097085708812,169194186.0408814,8.228385435453921,2.3223326206207275,0.3661113901528666,0,0.0,1,26548658460.51063,-1.0,0,0.0,12,109164336278.86304,-1.0,0,0.0,31,220660819771.8622,-1.0,1,108289429.24975504,88,713264710534.6643,5.361387657576882,1,108289429.24975504,164,1241962892584.3684,0.5530731585881059,3,365603998.9501423,271,2171655385753.628,1.385520371591331,12,4012186506.695458,742,6282165234538.3545,1.8272834033675036,37,9790497500.936666,1789,15762385267765.436,2.677677239536635,13.5-14.0,6.777350700601283,219.77928015205197,39.33401436097579,47.95214526590641
549,3716,144081190000.0,11.158607482910156,520,526288,58895720513536.0,13.77008373918645,878837446.846862,8.94390855372466,7.263460159301758,0.8612033462944089,0,0.0,2,17491869071.89062,-1.0,0,0.0,11,57702754622.26316,-1.0,0,0.0,27,196760952701.46164,-1.0,0,0.0,54,377828149817.3538,-1.0,1,149554044.78256986,119,865656235135.6891,0.5530731585881059,1,149554044.78256986,149,1057187294692.5314,-0.2048265428028897,1,149554044.78256986,382,2711263045136.2607,-0.7643930497193747,8,998701356.9035147,1002,6968549215533.162,-0.2048265428028897,13.5-14.0,7.096684701116601,170.88037671612048,124.73222523619722,279.30386403897256
